Trial.source,Drug_1,canSAR_target_1,Drug_1_target_uniprots,InChI_1,InChIKey_1,SMILES_1,Drug_2,canSAR_target_2,Drug_2_target_uniprots,InChI_2,InChIKey_2,SMILES_2,Patient.population,Disease,Phase,PMID,Results,NCT.Number,Title,Acronym,URL
clinicaltrials.gov,everolimus,1005231,P62942,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11+,16-12+,33-17+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",HKVAMNSJSFKALM-GKUWKFKPSA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OCCO,sorafenib,1857,O00444;O14578;O14965;O15146;O15197;O15264;O43318;O43353;O94804;O94921;O95819;P00519;P04049;P04629;P06213;P06239;P06241;P07333;P07948;P07949;P08631;P08908;P09619;P09769;P10721;P11362;P12931;P15056;P16234;P17948;P21709;P21802;P22607;P24941;P28223;P28335;P29317;P29320;P29322;P29323;P30530;P33981;P34913;P34969;P35590;P35916;P35968;P36888;P37173;P41240;P41595;P42684;P42685;P45984;P47898;P48729;P49336;P49759;P50406;P50613;P52333;P53667;P53671;P53778;P54756;P54760;P54762;P54764;Q00526;Q00535;Q00537;Q02750;Q02763;Q08345;Q12866;Q13163;Q13470;Q15375;Q15759;Q16288;Q16539;Q16620;Q16832;Q32MK0;Q56UN5;Q59H18;Q7L7X3;Q86Z02;Q8IVW4;Q8NE63;Q8TD08;Q8WXR4;Q92772;Q92918;Q96GD4;Q96Q40;Q9BUB5;Q9BWU1;Q9BYT3;Q9H1R3;Q9H2G2;Q9H2K8;Q9H2X6;Q9H3Y6;Q9H422;Q9HBH9;Q9NRP7;Q9NYL2;Q9UBE8;Q9UF33;Q9UK32;Q9UKE5;Q9UL54;Q9UQB9;Q9Y4K4,"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)",MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,,brain cancers,Phase 1/2,,,NCT01434602,Phase I-II Everolimus and Sorafenib in Recurrent High-Grade Gliomas,,https://ClinicalTrials.gov/show/NCT01434602
clinicaltrials.gov,everolimus,1005231,P62942,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11+,16-12+,33-17+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",HKVAMNSJSFKALM-GKUWKFKPSA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OCCO,sorafenib,1857,O00444;O14578;O14965;O15146;O15197;O15264;O43318;O43353;O94804;O94921;O95819;P00519;P04049;P04629;P06213;P06239;P06241;P07333;P07948;P07949;P08631;P08908;P09619;P09769;P10721;P11362;P12931;P15056;P16234;P17948;P21709;P21802;P22607;P24941;P28223;P28335;P29317;P29320;P29322;P29323;P30530;P33981;P34913;P34969;P35590;P35916;P35968;P36888;P37173;P41240;P41595;P42684;P42685;P45984;P47898;P48729;P49336;P49759;P50406;P50613;P52333;P53667;P53671;P53778;P54756;P54760;P54762;P54764;Q00526;Q00535;Q00537;Q02750;Q02763;Q08345;Q12866;Q13163;Q13470;Q15375;Q15759;Q16288;Q16539;Q16620;Q16832;Q32MK0;Q56UN5;Q59H18;Q7L7X3;Q86Z02;Q8IVW4;Q8NE63;Q8TD08;Q8WXR4;Q92772;Q92918;Q96GD4;Q96Q40;Q9BUB5;Q9BWU1;Q9BYT3;Q9H1R3;Q9H2G2;Q9H2K8;Q9H2X6;Q9H3Y6;Q9H422;Q9HBH9;Q9NRP7;Q9NYL2;Q9UBE8;Q9UF33;Q9UK32;Q9UKE5;Q9UL54;Q9UQB9;Q9Y4K4,"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)",MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,,kidney cancers,Phase 1/2,,,NCT00448149,Phase I/II Trial of RAD001 Plus Nexavar in Patients With Kidney Cancer,,https://ClinicalTrials.gov/show/NCT00448149
clinicaltrials.gov,everolimus,1005231,P62942,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11+,16-12+,33-17+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",HKVAMNSJSFKALM-GKUWKFKPSA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OCCO,sorafenib,1857,O00444;O14578;O14965;O15146;O15197;O15264;O43318;O43353;O94804;O94921;O95819;P00519;P04049;P04629;P06213;P06239;P06241;P07333;P07948;P07949;P08631;P08908;P09619;P09769;P10721;P11362;P12931;P15056;P16234;P17948;P21709;P21802;P22607;P24941;P28223;P28335;P29317;P29320;P29322;P29323;P30530;P33981;P34913;P34969;P35590;P35916;P35968;P36888;P37173;P41240;P41595;P42684;P42685;P45984;P47898;P48729;P49336;P49759;P50406;P50613;P52333;P53667;P53671;P53778;P54756;P54760;P54762;P54764;Q00526;Q00535;Q00537;Q02750;Q02763;Q08345;Q12866;Q13163;Q13470;Q15375;Q15759;Q16288;Q16539;Q16620;Q16832;Q32MK0;Q56UN5;Q59H18;Q7L7X3;Q86Z02;Q8IVW4;Q8NE63;Q8TD08;Q8WXR4;Q92772;Q92918;Q96GD4;Q96Q40;Q9BUB5;Q9BWU1;Q9BYT3;Q9H1R3;Q9H2G2;Q9H2K8;Q9H2X6;Q9H3Y6;Q9H422;Q9HBH9;Q9NRP7;Q9NYL2;Q9UBE8;Q9UF33;Q9UK32;Q9UKE5;Q9UL54;Q9UQB9;Q9Y4K4,"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)",MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,,liver cancers,Phase 1,,,NCT00828594,Global Study Looking at the Combination of RAD001 and Sorafenib to Treat Patients With Advanced Hepatocellular Carcinoma,,https://ClinicalTrials.gov/show/NCT00828594
clinicaltrials.gov,everolimus,1005231,P62942,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11+,16-12+,33-17+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",HKVAMNSJSFKALM-GKUWKFKPSA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OCCO,sorafenib,1857,O00444;O14578;O14965;O15146;O15197;O15264;O43318;O43353;O94804;O94921;O95819;P00519;P04049;P04629;P06213;P06239;P06241;P07333;P07948;P07949;P08631;P08908;P09619;P09769;P10721;P11362;P12931;P15056;P16234;P17948;P21709;P21802;P22607;P24941;P28223;P28335;P29317;P29320;P29322;P29323;P30530;P33981;P34913;P34969;P35590;P35916;P35968;P36888;P37173;P41240;P41595;P42684;P42685;P45984;P47898;P48729;P49336;P49759;P50406;P50613;P52333;P53667;P53671;P53778;P54756;P54760;P54762;P54764;Q00526;Q00535;Q00537;Q02750;Q02763;Q08345;Q12866;Q13163;Q13470;Q15375;Q15759;Q16288;Q16539;Q16620;Q16832;Q32MK0;Q56UN5;Q59H18;Q7L7X3;Q86Z02;Q8IVW4;Q8NE63;Q8TD08;Q8WXR4;Q92772;Q92918;Q96GD4;Q96Q40;Q9BUB5;Q9BWU1;Q9BYT3;Q9H1R3;Q9H2G2;Q9H2K8;Q9H2X6;Q9H3Y6;Q9H422;Q9HBH9;Q9NRP7;Q9NYL2;Q9UBE8;Q9UF33;Q9UK32;Q9UKE5;Q9UL54;Q9UQB9;Q9Y4K4,"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)",MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,,liver cancers,Phase 2,,,NCT01005199,"Sorafenib Tosylate With or Without Everolimus in Treating Patients With Localized, Unresectable, or Metastatic Liver Cancer",,https://ClinicalTrials.gov/show/NCT01005199
clinicaltrials.gov,everolimus,1005231,P62942,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11+,16-12+,33-17+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",HKVAMNSJSFKALM-GKUWKFKPSA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OCCO,sorafenib,1857,O00444;O14578;O14965;O15146;O15197;O15264;O43318;O43353;O94804;O94921;O95819;P00519;P04049;P04629;P06213;P06239;P06241;P07333;P07948;P07949;P08631;P08908;P09619;P09769;P10721;P11362;P12931;P15056;P16234;P17948;P21709;P21802;P22607;P24941;P28223;P28335;P29317;P29320;P29322;P29323;P30530;P33981;P34913;P34969;P35590;P35916;P35968;P36888;P37173;P41240;P41595;P42684;P42685;P45984;P47898;P48729;P49336;P49759;P50406;P50613;P52333;P53667;P53671;P53778;P54756;P54760;P54762;P54764;Q00526;Q00535;Q00537;Q02750;Q02763;Q08345;Q12866;Q13163;Q13470;Q15375;Q15759;Q16288;Q16539;Q16620;Q16832;Q32MK0;Q56UN5;Q59H18;Q7L7X3;Q86Z02;Q8IVW4;Q8NE63;Q8TD08;Q8WXR4;Q92772;Q92918;Q96GD4;Q96Q40;Q9BUB5;Q9BWU1;Q9BYT3;Q9H1R3;Q9H2G2;Q9H2K8;Q9H2X6;Q9H3Y6;Q9H422;Q9HBH9;Q9NRP7;Q9NYL2;Q9UBE8;Q9UF33;Q9UK32;Q9UKE5;Q9UL54;Q9UQB9;Q9Y4K4,"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)",MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,,multiple myeloma;lymphoma,Phase 1/2,,,NCT00474929,Sorafenib and Everolimus in Treating Patients With Relapsed or Refractory Lymphoma or Multiple Myeloma,,https://ClinicalTrials.gov/show/NCT00474929
literature,everolimus,1005231,P62942,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11+,16-12+,33-17+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",HKVAMNSJSFKALM-GKUWKFKPSA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OCCO,sorafenib,1857,O00444;O14578;O14965;O15146;O15197;O15264;O43318;O43353;O94804;O94921;O95819;P00519;P04049;P04629;P06213;P06239;P06241;P07333;P07948;P07949;P08631;P08908;P09619;P09769;P10721;P11362;P12931;P15056;P16234;P17948;P21709;P21802;P22607;P24941;P28223;P28335;P29317;P29320;P29322;P29323;P30530;P33981;P34913;P34969;P35590;P35916;P35968;P36888;P37173;P41240;P41595;P42684;P42685;P45984;P47898;P48729;P49336;P49759;P50406;P50613;P52333;P53667;P53671;P53778;P54756;P54760;P54762;P54764;Q00526;Q00535;Q00537;Q02750;Q02763;Q08345;Q12866;Q13163;Q13470;Q15375;Q15759;Q16288;Q16539;Q16620;Q16832;Q32MK0;Q56UN5;Q59H18;Q7L7X3;Q86Z02;Q8IVW4;Q8NE63;Q8TD08;Q8WXR4;Q92772;Q92918;Q96GD4;Q96Q40;Q9BUB5;Q9BWU1;Q9BYT3;Q9H1R3;Q9H2G2;Q9H2K8;Q9H2X6;Q9H3Y6;Q9H422;Q9HBH9;Q9NRP7;Q9NYL2;Q9UBE8;Q9UF33;Q9UK32;Q9UKE5;Q9UL54;Q9UQB9;Q9Y4K4,"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)",MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,metastatic clear cell renal cell carcinoma,kidney cancers,Phase 1,21387258,"Twenty patients with a median age of 65 years received therapy in 3 cohorts. Dose level 1 was comprised of everolimus at a dose of 2.5 mg daily and sorafenib at a dose of 400 mg twice daily (6 patients), dose level 2 was comprised of everolimus at a dose of 5 mg daily and sorafenib at a dose of 400 mg twice daily (8 patients), and dose level 3 was comprised of everolimus at a dose of 10 mg daily and sorafenib at a dose of 200 mg twice daily (6 patients). DLTs included grade 4 (according to National Cancer Institute Common Terminology Criteria for Adverse Events [version 3.0]) hyperuricemia with grade 2 gout and grade 3 lipase associated with grade 2 pancreatitis at dose level 2, and grade 3 rash in 2 patients at dose level 3. Dose level 2 (everolimus at a dose of 5 mg daily and sorafenib at a dose of 400 mg twice daily) was established as the maximum tolerated dose. Treatment-related adverse events occurring in >20% of patients included diarrhea, hand-foot syndrome, hypertension, hypophosphatemia, hypothyroidism, and rash. Five of 20 patients achieved Response Evaluation Criteria In Solid Tumors (RECIST)-defined partial responses, all of which occurred in patients without a history of prior systemic therapy. Seven of 8 patients treated at dose level 2 experienced a partial response or stable disease. Pharmacokinetic analysis revealed no interaction between everolimus and sorafenib.",,,,
clinicaltrials.gov,GC33(RO5137382),,,,,,sorafenib,1857,O00444;O14578;O14965;O15146;O15197;O15264;O43318;O43353;O94804;O94921;O95819;P00519;P04049;P04629;P06213;P06239;P06241;P07333;P07948;P07949;P08631;P08908;P09619;P09769;P10721;P11362;P12931;P15056;P16234;P17948;P21709;P21802;P22607;P24941;P28223;P28335;P29317;P29320;P29322;P29323;P30530;P33981;P34913;P34969;P35590;P35916;P35968;P36888;P37173;P41240;P41595;P42684;P42685;P45984;P47898;P48729;P49336;P49759;P50406;P50613;P52333;P53667;P53671;P53778;P54756;P54760;P54762;P54764;Q00526;Q00535;Q00537;Q02750;Q02763;Q08345;Q12866;Q13163;Q13470;Q15375;Q15759;Q16288;Q16539;Q16620;Q16832;Q32MK0;Q56UN5;Q59H18;Q7L7X3;Q86Z02;Q8IVW4;Q8NE63;Q8TD08;Q8WXR4;Q92772;Q92918;Q96GD4;Q96Q40;Q9BUB5;Q9BWU1;Q9BYT3;Q9H1R3;Q9H2G2;Q9H2K8;Q9H2X6;Q9H3Y6;Q9H422;Q9HBH9;Q9NRP7;Q9NYL2;Q9UBE8;Q9UF33;Q9UK32;Q9UKE5;Q9UL54;Q9UQB9;Q9Y4K4,"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)",MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,,liver cancers,Phase 1,,,NCT00976170,Study of GC33 and Sorafenib in Combination in Advanced or Metastatic Liver Cancer (Hepatocellular Carcinoma),,https://ClinicalTrials.gov/show/NCT00976170
clinicaltrials.gov,lenalidomide,718,O14920,"InChI=1S/C13H13N3O3/c14-9-3-1-2-7-8(9)6-16(13(7)19)10-4-5-11(17)15-12(10)18/h1-3,10H,4-6,14H2,(H,15,17,18)",GOTYRUGSSMKFNF-UHFFFAOYSA-N,Nc1cccc2C(=O)N(Cc12)C3CCC(=O)NC3=O,sorafenib,1857,O00444;O14578;O14965;O15146;O15197;O15264;O43318;O43353;O94804;O94921;O95819;P00519;P04049;P04629;P06213;P06239;P06241;P07333;P07948;P07949;P08631;P08908;P09619;P09769;P10721;P11362;P12931;P15056;P16234;P17948;P21709;P21802;P22607;P24941;P28223;P28335;P29317;P29320;P29322;P29323;P30530;P33981;P34913;P34969;P35590;P35916;P35968;P36888;P37173;P41240;P41595;P42684;P42685;P45984;P47898;P48729;P49336;P49759;P50406;P50613;P52333;P53667;P53671;P53778;P54756;P54760;P54762;P54764;Q00526;Q00535;Q00537;Q02750;Q02763;Q08345;Q12866;Q13163;Q13470;Q15375;Q15759;Q16288;Q16539;Q16620;Q16832;Q32MK0;Q56UN5;Q59H18;Q7L7X3;Q86Z02;Q8IVW4;Q8NE63;Q8TD08;Q8WXR4;Q92772;Q92918;Q96GD4;Q96Q40;Q9BUB5;Q9BWU1;Q9BYT3;Q9H1R3;Q9H2G2;Q9H2K8;Q9H2X6;Q9H3Y6;Q9H422;Q9HBH9;Q9NRP7;Q9NYL2;Q9UBE8;Q9UF33;Q9UK32;Q9UKE5;Q9UL54;Q9UQB9;Q9Y4K4,"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)",MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,,liver cancers,Phase 1,,,NCT01348503,Lenalidomide in Combination With a Fixed Dose of Sorafenib for the Treatment of Hepatocellular Carcinoma,,https://ClinicalTrials.gov/show/NCT01348503
clinicaltrials.gov,LY2157299,,P36897,,,,sorafenib,1857,O00444;O14578;O14965;O15146;O15197;O15264;O43318;O43353;O94804;O94921;O95819;P00519;P04049;P04629;P06213;P06239;P06241;P07333;P07948;P07949;P08631;P08908;P09619;P09769;P10721;P11362;P12931;P15056;P16234;P17948;P21709;P21802;P22607;P24941;P28223;P28335;P29317;P29320;P29322;P29323;P30530;P33981;P34913;P34969;P35590;P35916;P35968;P36888;P37173;P41240;P41595;P42684;P42685;P45984;P47898;P48729;P49336;P49759;P50406;P50613;P52333;P53667;P53671;P53778;P54756;P54760;P54762;P54764;Q00526;Q00535;Q00537;Q02750;Q02763;Q08345;Q12866;Q13163;Q13470;Q15375;Q15759;Q16288;Q16539;Q16620;Q16832;Q32MK0;Q56UN5;Q59H18;Q7L7X3;Q86Z02;Q8IVW4;Q8NE63;Q8TD08;Q8WXR4;Q92772;Q92918;Q96GD4;Q96Q40;Q9BUB5;Q9BWU1;Q9BYT3;Q9H1R3;Q9H2G2;Q9H2K8;Q9H2X6;Q9H3Y6;Q9H422;Q9HBH9;Q9NRP7;Q9NYL2;Q9UBE8;Q9UF33;Q9UK32;Q9UKE5;Q9UL54;Q9UQB9;Q9Y4K4,"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)",MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,,liver cancers,Phase 1,,,NCT02240433,A Study of LY2157299 in Participants With Unresectable Hepatocellular Cancer (HCC),,https://ClinicalTrials.gov/show/NCT02240433
clinicaltrials.gov,mapatumumab,,O00220,,,,sorafenib,1857,O00444;O14578;O14965;O15146;O15197;O15264;O43318;O43353;O94804;O94921;O95819;P00519;P04049;P04629;P06213;P06239;P06241;P07333;P07948;P07949;P08631;P08908;P09619;P09769;P10721;P11362;P12931;P15056;P16234;P17948;P21709;P21802;P22607;P24941;P28223;P28335;P29317;P29320;P29322;P29323;P30530;P33981;P34913;P34969;P35590;P35916;P35968;P36888;P37173;P41240;P41595;P42684;P42685;P45984;P47898;P48729;P49336;P49759;P50406;P50613;P52333;P53667;P53671;P53778;P54756;P54760;P54762;P54764;Q00526;Q00535;Q00537;Q02750;Q02763;Q08345;Q12866;Q13163;Q13470;Q15375;Q15759;Q16288;Q16539;Q16620;Q16832;Q32MK0;Q56UN5;Q59H18;Q7L7X3;Q86Z02;Q8IVW4;Q8NE63;Q8TD08;Q8WXR4;Q92772;Q92918;Q96GD4;Q96Q40;Q9BUB5;Q9BWU1;Q9BYT3;Q9H1R3;Q9H2G2;Q9H2K8;Q9H2X6;Q9H3Y6;Q9H422;Q9HBH9;Q9NRP7;Q9NYL2;Q9UBE8;Q9UF33;Q9UK32;Q9UKE5;Q9UL54;Q9UQB9;Q9Y4K4,"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)",MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,,liver cancers,Phase 1,,,NCT00712855,A Study of Mapatumumab in Combination With Sorafenib in Subjects With Advanced Hepatocellular Carcinoma,HCC,https://ClinicalTrials.gov/show/NCT00712855
clinicaltrials.gov,MEDI-573,,P05019;P01344,,,,sorafenib,1857,O00444;O14578;O14965;O15146;O15197;O15264;O43318;O43353;O94804;O94921;O95819;P00519;P04049;P04629;P06213;P06239;P06241;P07333;P07948;P07949;P08631;P08908;P09619;P09769;P10721;P11362;P12931;P15056;P16234;P17948;P21709;P21802;P22607;P24941;P28223;P28335;P29317;P29320;P29322;P29323;P30530;P33981;P34913;P34969;P35590;P35916;P35968;P36888;P37173;P41240;P41595;P42684;P42685;P45984;P47898;P48729;P49336;P49759;P50406;P50613;P52333;P53667;P53671;P53778;P54756;P54760;P54762;P54764;Q00526;Q00535;Q00537;Q02750;Q02763;Q08345;Q12866;Q13163;Q13470;Q15375;Q15759;Q16288;Q16539;Q16620;Q16832;Q32MK0;Q56UN5;Q59H18;Q7L7X3;Q86Z02;Q8IVW4;Q8NE63;Q8TD08;Q8WXR4;Q92772;Q92918;Q96GD4;Q96Q40;Q9BUB5;Q9BWU1;Q9BYT3;Q9H1R3;Q9H2G2;Q9H2K8;Q9H2X6;Q9H3Y6;Q9H422;Q9HBH9;Q9NRP7;Q9NYL2;Q9UBE8;Q9UF33;Q9UK32;Q9UKE5;Q9UL54;Q9UQB9;Q9Y4K4,"InChI=1S/C21H16ClF3N4O3/c1-26-19(30)18-11-15(8-9-27-18)32-14-5-2-12(3-6-14)28-20(31)29-13-4-7-17(22)16(10-13)21(23,24)25/h2-11H,1H3,(H,26,30)(H2,28,29,31)",MLDQJTXFUGDVEO-UHFFFAOYSA-N,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,,liver cancers,Phase 1,,,NCT01498952,MEDI-573 in Combination With SOC in Unresectable or Metastatic HCC.,MEDI-573-1028,https://ClinicalTrials.gov/show/NCT01498952
