Trial.source,Drug_1,canSAR_target_1,Drug_1_target_uniprots,InChI_1,InChIKey_1,SMILES_1,Drug_2,canSAR_target_2,Drug_2_target_uniprots,InChI_2,InChIKey_2,SMILES_2,Patient.population,Disease,Phase,PMID,Results,NCT.Number,Title,Recruitment,Study.Results,Conditions,Interventions,Sponsor.Collaborators,Gender,Age,Enrollment,Funded.Bys,Study.Types,Study.Designs,Other.IDs,Acronym,Primary.Completion.Date,Outcome.Measures,URL
clinicaltrials.gov,erlotinib,1012,O00444;O14578;O14965;O14976;O15197;O43293;O43353;O60674;O75676;O94768;O94804;O94956;P00519;P00533;P04626;P06239;P07947;P07948;P07949;P08581;P08631;P08684;P09769;P10721;P12931;P16234;P17948;P19525;P21802;P21860;P29320;P29322;P29376;P29597;P30530;P31152;P32298;P33981;P35590;P35916;P36888;P41240;P42681;P42684;P42685;P45984;P48730;P49674;P51451;P52333;P53779;P54756;P54760;P54762;P57078;Q06418;Q08345;Q09013;Q12866;Q13163;Q13470;Q13557;Q15303;Q15375;Q2M2I8;Q52WX2;Q56UN5;Q59H18;Q5S007;Q6DT37;Q6PHR2;Q8N4C8;Q8NE63;Q8NI60;Q8TBX8;Q92630;Q96D53;Q96GD4;Q99759;Q9BUB5;Q9H0K1;Q9H1R3;Q9H2G2;Q9HBH9;Q9NRP7;Q9NSY1;Q9P2K8;Q9UEE5;Q9UF33;Q9UHD2;Q9UKE5;Q9UM73;Q9UPE1;Q9UQB9;Q9Y2U5,"InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)",AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,bevacizumab,11,P15692,,,,,kidney cancers,Phase 2,NA,,NCT00193154,OSI-774 and Bevacizumab in the Treatment of Patients With Metastatic Renal Cell Carcinoma,Completed,No Results Available,Kidney Cancer,Drug: OSI-774|Drug: Bevacizumab,"SCRI Development Innovations, LLC|AstraZeneca|Genentech, Inc.",All,"18 Years and older __ (Adult, Senior)",63,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,SCRI GU 17|AVF2488s,null,Dec-99,Efficacy of the combination of Tarceva and Avastin|Objective response rate|Progression-free survival|Overall Survival|Overall tolerability and toxicity of this combination regimen,https://ClinicalTrials.gov/show/NCT00193154
clinicaltrials.gov,erlotinib,1012,O00444;O14578;O14965;O14976;O15197;O43293;O43353;O60674;O75676;O94768;O94804;O94956;P00519;P00533;P04626;P06239;P07947;P07948;P07949;P08581;P08631;P08684;P09769;P10721;P12931;P16234;P17948;P19525;P21802;P21860;P29320;P29322;P29376;P29597;P30530;P31152;P32298;P33981;P35590;P35916;P36888;P41240;P42681;P42684;P42685;P45984;P48730;P49674;P51451;P52333;P53779;P54756;P54760;P54762;P57078;Q06418;Q08345;Q09013;Q12866;Q13163;Q13470;Q13557;Q15303;Q15375;Q2M2I8;Q52WX2;Q56UN5;Q59H18;Q5S007;Q6DT37;Q6PHR2;Q8N4C8;Q8NE63;Q8NI60;Q8TBX8;Q92630;Q96D53;Q96GD4;Q99759;Q9BUB5;Q9H0K1;Q9H1R3;Q9H2G2;Q9HBH9;Q9NRP7;Q9NSY1;Q9P2K8;Q9UEE5;Q9UF33;Q9UHD2;Q9UKE5;Q9UM73;Q9UPE1;Q9UQB9;Q9Y2U5,"InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)",AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,bevacizumab,11,P15692,,,,,lung cancers,Phase 2,NA,,NCT01562028,BELIEF (Bevacizumab and ErLotinib In EGFR Mut+ NSCLC),"Active, not recruiting",No Results Available,Lung Cancer,Drug: Erlotinib|Drug: Bevacizumab,European Thoracic Oncology Platform|Spanish Lung Cancer Group,All,"18 Years and older __ (Adult, Senior)",110,Other,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,ETOP 2-11 / MO27911|2011-004481-15|MO27911,BELIEF,Sep-13,Progression free survival|Time to treatment failure|Objective response|Toxicity|Disease control|Duration of response|Overall survival (OS),https://ClinicalTrials.gov/show/NCT01562028
clinicaltrials.gov,erlotinib,1012,O00444;O14578;O14965;O14976;O15197;O43293;O43353;O60674;O75676;O94768;O94804;O94956;P00519;P00533;P04626;P06239;P07947;P07948;P07949;P08581;P08631;P08684;P09769;P10721;P12931;P16234;P17948;P19525;P21802;P21860;P29320;P29322;P29376;P29597;P30530;P31152;P32298;P33981;P35590;P35916;P36888;P41240;P42681;P42684;P42685;P45984;P48730;P49674;P51451;P52333;P53779;P54756;P54760;P54762;P57078;Q06418;Q08345;Q09013;Q12866;Q13163;Q13470;Q13557;Q15303;Q15375;Q2M2I8;Q52WX2;Q56UN5;Q59H18;Q5S007;Q6DT37;Q6PHR2;Q8N4C8;Q8NE63;Q8NI60;Q8TBX8;Q92630;Q96D53;Q96GD4;Q99759;Q9BUB5;Q9H0K1;Q9H1R3;Q9H2G2;Q9HBH9;Q9NRP7;Q9NSY1;Q9P2K8;Q9UEE5;Q9UF33;Q9UHD2;Q9UKE5;Q9UM73;Q9UPE1;Q9UQB9;Q9Y2U5,"InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)",AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,bevacizumab,11,P15692,,,,,lung cancers,Phase 2,NA,,NCT00367601,Erlotinib + Bevacizumab for PS 2 Chemotherapy Nave Non-Small Cell Lung Cancer,Completed,Has Results,Lung Cancer,Drug: Erlotinib|Drug: Bevacizumab,"Nasser Hanna, M.D.|Genentech, Inc.|Walther Cancer Institute|Hoosier Cancer Research Network",All,"18 Years and older __ (Adult, Senior)",25,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,HOG LUN04-77,null,Mar-04,To Establish Rate of Non-progressive Disease at 4 Months in Patients With Advanced NSCLC Who Have Been Designated PS2 by Their Treating Physician|Time to Progression|Overall Survival,https://ClinicalTrials.gov/show/NCT00367601
clinicaltrials.gov,erlotinib,1012,O00444;O14578;O14965;O14976;O15197;O43293;O43353;O60674;O75676;O94768;O94804;O94956;P00519;P00533;P04626;P06239;P07947;P07948;P07949;P08581;P08631;P08684;P09769;P10721;P12931;P16234;P17948;P19525;P21802;P21860;P29320;P29322;P29376;P29597;P30530;P31152;P32298;P33981;P35590;P35916;P36888;P41240;P42681;P42684;P42685;P45984;P48730;P49674;P51451;P52333;P53779;P54756;P54760;P54762;P57078;Q06418;Q08345;Q09013;Q12866;Q13163;Q13470;Q13557;Q15303;Q15375;Q2M2I8;Q52WX2;Q56UN5;Q59H18;Q5S007;Q6DT37;Q6PHR2;Q8N4C8;Q8NE63;Q8NI60;Q8TBX8;Q92630;Q96D53;Q96GD4;Q99759;Q9BUB5;Q9H0K1;Q9H1R3;Q9H2G2;Q9HBH9;Q9NRP7;Q9NSY1;Q9P2K8;Q9UEE5;Q9UF33;Q9UHD2;Q9UKE5;Q9UM73;Q9UPE1;Q9UQB9;Q9Y2U5,"InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)",AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,bevacizumab,11,P15692,,,,,lung cancers,Phase 2,NA,,NCT00749567,Combination of Erlotinib and Bevacizumab as Second-line Treatment in Patients With Non-small Cell Lung Cancer,Terminated,No Results Available,Non-small-cell Lung Cancer,Drug: Erlotinib|Drug: Bevacizumab,Hellenic Oncology Research Group|University Hospital of Crete,All,"18 Years and older __ (Adult, Senior)",13,Other,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,CT/08.15,null,Aug-06,Overall response rate|Progression Free Survival|Overall Survival|Quality of life assessment|Toxicity profile,https://ClinicalTrials.gov/show/NCT00749567
clinicaltrials.gov,erlotinib,1012,O00444;O14578;O14965;O14976;O15197;O43293;O43353;O60674;O75676;O94768;O94804;O94956;P00519;P00533;P04626;P06239;P07947;P07948;P07949;P08581;P08631;P08684;P09769;P10721;P12931;P16234;P17948;P19525;P21802;P21860;P29320;P29322;P29376;P29597;P30530;P31152;P32298;P33981;P35590;P35916;P36888;P41240;P42681;P42684;P42685;P45984;P48730;P49674;P51451;P52333;P53779;P54756;P54760;P54762;P57078;Q06418;Q08345;Q09013;Q12866;Q13163;Q13470;Q13557;Q15303;Q15375;Q2M2I8;Q52WX2;Q56UN5;Q59H18;Q5S007;Q6DT37;Q6PHR2;Q8N4C8;Q8NE63;Q8NI60;Q8TBX8;Q92630;Q96D53;Q96GD4;Q99759;Q9BUB5;Q9H0K1;Q9H1R3;Q9H2G2;Q9HBH9;Q9NRP7;Q9NSY1;Q9P2K8;Q9UEE5;Q9UF33;Q9UHD2;Q9UKE5;Q9UM73;Q9UPE1;Q9UQB9;Q9Y2U5,"InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)",AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,bevacizumab,11,P15692,,,,,lung cancers,Phase 3,NA,,NCT02633189,Study Comparing Bevacizumab + Erlotinib vs Erlotinib Alone as First Line Treatment of Patients With EGFR Mutated Advanced Non Squamous Non Small Cell Lung Cancer,Recruiting,No Results Available,Non-squamous Non-small Cell Lung Cancer,Drug: Erlotinib|Drug: Bevacizumab,"National Cancer Institute, Naples",All,"18 Years to 70 Years __ (Adult, Senior)",200,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment,BEVERLY|2015-002235-17,BEVERLY,Nov-13,"progression free survival|overall survival|changes in quality of life scores from baseline|number of patients with complete and partial responses , investigator assessed|number of patients with complete and partial responses , centrally reviewed|worst grade toxicity per patient|progression free survival according to type of EGFR mutation (exon 19del, exon 21L858R, other)",https://ClinicalTrials.gov/show/NCT02633189
clinicaltrials.gov,erlotinib,1012,O00444;O14578;O14965;O14976;O15197;O43293;O43353;O60674;O75676;O94768;O94804;O94956;P00519;P00533;P04626;P06239;P07947;P07948;P07949;P08581;P08631;P08684;P09769;P10721;P12931;P16234;P17948;P19525;P21802;P21860;P29320;P29322;P29376;P29597;P30530;P31152;P32298;P33981;P35590;P35916;P36888;P41240;P42681;P42684;P42685;P45984;P48730;P49674;P51451;P52333;P53779;P54756;P54760;P54762;P57078;Q06418;Q08345;Q09013;Q12866;Q13163;Q13470;Q13557;Q15303;Q15375;Q2M2I8;Q52WX2;Q56UN5;Q59H18;Q5S007;Q6DT37;Q6PHR2;Q8N4C8;Q8NE63;Q8NI60;Q8TBX8;Q92630;Q96D53;Q96GD4;Q99759;Q9BUB5;Q9H0K1;Q9H1R3;Q9H2G2;Q9HBH9;Q9NRP7;Q9NSY1;Q9P2K8;Q9UEE5;Q9UF33;Q9UHD2;Q9UKE5;Q9UM73;Q9UPE1;Q9UQB9;Q9Y2U5,"InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)",AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,bevacizumab,11,P15692,,,,,mesothelioma,Phase 2,NA,,NCT00137826,Bevacizumab (Avastin) and Erlotinib (Tarceva) in Previously Treated Mesothelioma,Completed,No Results Available,Mesothelioma,Drug: Erlotinib|Drug: Bevacizumab,Dana-Farber Cancer Institute|Massachusetts General Hospital|University of Chicago,All,"18 Years and older __ (Adult, Senior)",37,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,03-369,null,Feb-03,To determine the response to the combination of bevacizumab and erlotinib in previously treated malignant mesothelioma|To determine the time to tumor progression|to determine the duration of response|to determine the median and overall survival of patients|to determine the safety of the drugs administered,https://ClinicalTrials.gov/show/NCT00137826
clinicaltrials.gov,erlotinib,1012,O00444;O14578;O14965;O14976;O15197;O43293;O43353;O60674;O75676;O94768;O94804;O94956;P00519;P00533;P04626;P06239;P07947;P07948;P07949;P08581;P08631;P08684;P09769;P10721;P12931;P16234;P17948;P19525;P21802;P21860;P29320;P29322;P29376;P29597;P30530;P31152;P32298;P33981;P35590;P35916;P36888;P41240;P42681;P42684;P42685;P45984;P48730;P49674;P51451;P52333;P53779;P54756;P54760;P54762;P57078;Q06418;Q08345;Q09013;Q12866;Q13163;Q13470;Q13557;Q15303;Q15375;Q2M2I8;Q52WX2;Q56UN5;Q59H18;Q5S007;Q6DT37;Q6PHR2;Q8N4C8;Q8NE63;Q8NI60;Q8TBX8;Q92630;Q96D53;Q96GD4;Q99759;Q9BUB5;Q9H0K1;Q9H1R3;Q9H2G2;Q9HBH9;Q9NRP7;Q9NSY1;Q9P2K8;Q9UEE5;Q9UF33;Q9UHD2;Q9UKE5;Q9UM73;Q9UPE1;Q9UQB9;Q9Y2U5,"InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)",AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,bevacizumab,11,P15692,,,,,oesophageal cancers,Phase 2,NA,,NCT00442507,Erlotinib and Avastin in Patients With Cancer of the Esophagus or Gastroesophageal Junction,Terminated,Has Results,Esophageal Neoplasms|Esophageal Diseases,Drug: Erlotinib|Drug: Avastin,Washington University School of Medicine,All,"18 Years and older __ (Adult, Senior)",6,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,06-1105,OSI3650,Dec-04,"Time to Progression (TTP)|Overall Survival Rate (OS)|Response Rate (Complete Response (CR), Partial Response (PR), and CR+PR)|Incidence and Severity of Toxicities",https://ClinicalTrials.gov/show/NCT00442507
clinicaltrials.gov,everolimus,1005231,P62942,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11+,16-12+,33-17+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",HKVAMNSJSFKALM-GKUWKFKPSA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OCCO,bevacizumab,11,P15692,,,,,kidney cancers,Phase 2,NA,,NCT00651482,Treatment of Refractory Metastatic Renal Cell Carcinoma With Bevacizumab and RAD001 (Everolimus),Terminated,Has Results,Kidney Neoplasms|Kidney (Renal Cell) Cancer,Drug: Everolimus|Drug: Bevacizumab,"Sandy Srinivas|Genentech, Inc.|Novartis|Stanford University",All,"18 Years and older __ (Adult, Senior)",10,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,IRB-11789|RENAL0016|98593|AVF4304s|41839,null,Feb-08,Progression-free Survival (PFS)|Objective Response (OR)|Objective Response (OR) Duration|Time-to-Treatment Failure (TTF)|Overall Survival (OS)|Number of Subjects With Drug-related SAEs|Total Number of Drug-related SAEs|Treatment Discontinuation Due to Toxicity|Treatment Discontinuation Due to Disease Progression,https://ClinicalTrials.gov/show/NCT00651482
clinicaltrials.gov,everolimus,1005231,P62942,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11+,16-12+,33-17+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",HKVAMNSJSFKALM-GKUWKFKPSA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OCCO,bevacizumab,11,P15692,,,,,other;soft tissue cancers,Phase 2,NA,,NCT01661283,SARC016: Study of Everolimus With Bevacizumab to Treat Refractory Malignant Peripheral Nerve Sheath Tumors,"Active, not recruiting",No Results Available,Malignant Peripheral Nerve Sheath Tumors|MPNST|Sarcoma,Drug: everolimus|Drug: bevacizumab,"Sarcoma Alliance for Research through Collaboration|Novartis Pharmaceuticals|Genentech, Inc.|United States Department of Defense",All,"18 Years and older __ (Adult, Senior)",25,Other|Industry|U.S. Fed,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,SARC016,null,May-13,Evaluation of lesions for progression or response via Who criteria,https://ClinicalTrials.gov/show/NCT01661283
clinicaltrials.gov,everolimus,1005231,P62942,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11+,16-12+,33-17+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",HKVAMNSJSFKALM-GKUWKFKPSA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OCCO,bevacizumab,11,P15692,,,,,ovarian cancers;female cancers,Phase 2,NA,,NCT01031381,"Study of RAD001 and Bevacizumab in Recurrent Ovarian, Peritoneal, and Fallopian Tube Cancer",Completed,Has Results,ovarian Cancers|Fallopian Tube Cancer|Primary Peritoneal Carcinoma,Drug: RAD001|Drug: bevacizumab,"University of Pittsburgh|Novartis Pharmaceuticals|Genentech, Inc.",Female,"18 Years and older __ (Adult, Senior)",50,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,09-01-RAD001BEV,RADBEV,Dec-09,Progression-free Survival (PFS) at 6-months|Total Number of Participants Experienced a Response (Complete Response+Partial Response+Stable Disease),https://ClinicalTrials.gov/show/NCT01031381
clinicaltrials.gov,EZN-2208,NA,,,,,bevacizumab,11,P15692,,,,,advanced solid cancers,Phase 1,NA,,NCT01251926,EZN-2208 (Pegylated SN-38) in Combination With Bevacizumab in Refractory Solid Tumors,Completed,No Results Available,Neoplasms,Drug: EZN-2208|Drug: Bevacizumab,National Cancer Institute (NCI)|National Institutes of Health Clinical Center (CC),All,"18 Years to 120 Years __ (Adult, Senior)",12,NIH,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,110042|11-C-0042,null,null,"Determine the modulation of HIF-1Alpha protein (by ELISA) in solid tumors after treatment with EZN-2208 and bevacizumab.|Determine the safety and tolerability of the combination of EZN-2208 and bevacizumab with EZN-2208 administered weekly times 3 (Days 1, 8, and 15) and bevacizumab administered every 2 weeks in 28-day cycles.",https://ClinicalTrials.gov/show/NCT01251926
clinicaltrials.gov,lapatinib,2195,O00750;O14733;O43353;O75747;O94804;P00533;P04626;P08684;P09619;P21860;Q13163;Q15303;Q9H2G2;Q9UBF8,"InChI=1S/C29H26ClFN4O4S/c1-40(36,37)12-11-32-16-23-7-10-27(39-23)20-5-8-26-24(14-20)29(34-18-33-26)35-22-6-9-28(25(30)15-22)38-17-19-3-2-4-21(31)13-19/h2-10,13-15,18,32H,11-12,16-17H2,1H3,(H,33,34,35)",BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,bevacizumab,11,P15692,,,,,breast cancers,Phase 2,NA,,NCT00444535,Lapatinib and Bevacizumab for Metastatic Breast Cancer,"Active, not recruiting",Has Results,"Neoplasms, Breast",Drug: lapatinib|Drug: bevacizumab,Novartis Pharmaceuticals|Novartis,Female,"18 Years and older __ (Adult, Senior)",50,Industry,Interventional,Masking: No masking|Primary Purpose: Treatment,EGF103890,null,"July 22, 2008",Percentage of Participants Reaching Week 12 Without Disease Progression|Overall Response|Clinical Benefit|Progression-free Survival,https://ClinicalTrials.gov/show/NCT00444535
clinicaltrials.gov,MIL60,NA,,,,,bevacizumab,11,P15692,,,,,lung cancers,Phase 3,NA,,NCT03196986,MIL60 Versus Bevacizumab in Patients With Treatment-nave Non-squamous Non-small Cell Lung Cancer,Not yet recruiting,No Results Available,Non-small Cell Lung Cancer,Drug: MIL60|Drug: Bevacizumab,"Beijing Mabworks Biotech Co., Ltd.",All,"18 Years to 75 Years __ (Adult, Senior)",436,Industry,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Participant, Care Provider, Investigator, Outcomes Assessor|Primary Purpose: Treatment",MIL60-CT02,null,Apr-15,Objective response rate|Disease control rate|Progression-free survival,https://ClinicalTrials.gov/show/NCT03196986
clinicaltrials.gov,MINT1526A,NA,,,,,bevacizumab,11,P15692,,,,,,Phase 1,NA,,NCT01139723,"A Study of the Safety and Pharmacokinetics of MINT1526A, Administered Intravenously As a Single Agent and in Combination With Bevacizumab to Patients With Advanced Solid Tumors",Completed,No Results Available,Solid Cancers,Drug: MINT1526A|Drug: bevacizumab,"Genentech, Inc.",All,"18 Years and older __ (Adult, Senior)",54,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment,MNT4863g|GO00808,null,Jul-10,"Incidence and nature of dose-limiting toxicities (DLTs)|Incidence, nature, and severity of adverse events and serious adverse events, graded according to National Cancer Institute Common Terminology Criteria for Adverse Events (NCI CTCAE), v4.0|Pharmacokinetic parameters of MINT1526A (including total exposure, maximum and minimum serum concentration, clearance, volume of distribution at steady state)",https://ClinicalTrials.gov/show/NCT01139723
clinicaltrials.gov,MRZ,539795,,"InChI=1S/C6H13N3/c7-6(8)9-4-2-1-3-5-9/h1-5H2,(H3,7,8)",QUUYRYYUKNNNNS-UHFFFAOYSA-N,NC(=N)N1CCCCC1,bevacizumab,11,P15692,,,,,brain cancers,Phase 1/2,NA,,NCT02330562,Stage 1: Marizomib + Bevacizumab in WHO Gr IV GBM; Stage 2: Marizomib Alone; Stage 3: Combination of Marizomib and Bevacizumab,Recruiting,No Results Available,Malignant Glioma|Glioblastoma,Drug: MRZ|Drug: BEV,Triphase Research and Development I Corporation,All,"18 Years and older __ (Adult, Senior)",106,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,MRZ-108,null,Sep-13,"Part 1 (Phase 1): Maximum Tolerated Dose (MTD) / Maximum Administered Dose (MAD)|Part 1 (Phase 1): Recommended Phase 2 Dose (RP2D)|Part 2 (Phase 2): MRZ single agent tumor activity|Part 3 (Phase 2): activity of MRZ + BEV with intra-patient dose escalation|Part 1 (Phase 1): Tumor activity|Parts 1, 2 & 3 (Phase 1 and Phase 2): Assess safety and tolerance|Part 1 (Phase 1): MRZ pharmacokinetics|Part 1 (Phase 1): Proteasome Activity in Packed Whole Blood (PWB)|Parts 1, 2 & 3 (Phase 1 and Phase 2): Neurological Coordination Assessment|Parts 1, 2 & 3 (Phase 1 and Phase 2): Quality of Life Assessment",https://ClinicalTrials.gov/show/NCT02330562
clinicaltrials.gov,nintedanib,37936,P11362;P22455;P22607;P21802;P09619;P16234;P35968;P17948;P35916,"InChI=1S/C31H33N5O4/c1-34-15-17-36(18-16-34)20-27(37)35(2)24-12-10-23(11-13-24)32-29(21-7-5-4-6-8-21)28-25-14-9-22(31(39)40-3)19-26(25)33-30(28)38/h4-14,19,32H,15-18,20H2,1-3H3,(H,33,38)/b29-28-",XZXHXSATPCNXJR-ZIADKAODSA-N,COC(=O)c1ccc2\C(=C(\Nc3ccc(cc3)N(C)C(=O)CN4CCN(C)CC4)/c5ccccc5)\C(=O)Nc2c1,bevacizumab,11,P15692,,,,,kidney cancers;bowel cancers;lung cancers;ovarian cancers;cervical cancers,Phase 1,NA,,NCT02835833,Study of Nintedanib Plus Bevacizumab in Advanced Solid Tumors,Recruiting,No Results Available,Renal Cell Carcinoma|Colorectal Adenocarcinoma|Non-squamous Non-small Cell Lung Cancer|Platinum-refractory Ovarian Carcinoma|Cervical Carcinoma,Drug: Nintedanib|Drug: Bevacizumab,University of Alabama at Birmingham|Boehringer Ingelheim,All,"19 Years and older __ (Adult, Senior)",8,Other|Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment,F160202011 (UAB 15108),null,Nov-15,Number of participants with adverse events as a measure of safety and tolerability|Maximum tolerable dose of Nintedanib|Objective tumor response rate|Progression-free survival|Plasma level of vascular endothelial growth factor (VEGF)|Plasma level of platelet-derived growth factor (PDGF)|Plasma level of vascular endothelial growth factor and receptor (VEGF-R)|Plasma level of phosphatidylinositol-glycan biosynthesis class F protein (PIGF)|Plasma level of fibroblast growth factor (FGF),https://ClinicalTrials.gov/show/NCT02835833
